Sample	Total reads	Aligned	Uniq aligned	Avg. mapped len	Annotated splices	Mismatch rate	Del rate	Del len	Ins rate	Ins len
RNA STARSolo on dataset 1-6_ log	7.685924999999999	96.35	87.5	89.31	1.051145	0.46	0.01	1.57	0.02	1.37
